,votes,budget,runtime_norm,runtime,popularity_norm,votes_norm,genre,year,rating,score,budget_norm,score_norm,popularity,country,isprofit,profitability_ratio
30,2297,8700000,0.2573851063379979,109,-1.0690279435793282,-0.9402041048555516,0,1986,5,6.3,-0.9291406512599908,0.032639921148287405,4.397712,1,0,-0.44069977
31,9040,12000000,-1.2352487935600538,88,-0.8889110450737199,-0.8326881460123151,0,1986,4,5.6,-0.788454789223111,-0.7998272451035787,5.037671,1,1,0.3287945
32,39456,1100000,0.11522949682389773,107,0.18225648547827603,-0.3477103313636606,4,1986,5,7.8,-1.253144454738865,1.816498134545143,8.843551,1,1,0.305454545
33,14502,10000000,0.2573851063379979,109,-0.4434069785771945,-0.7455975087289461,0,1986,5,6.7,-0.8737189480333408,0.5083354447207826,6.620556,1,1,1.0603715
34,4666,18000000,0.8260075443943985,117,-1.097004704505035,-0.9024308130715344,12,1986,4,6.1,-0.5326623127924207,-0.2052078406379602,4.29831,1,0,-0.783333333
35,3397,25000000,-0.8087819650177533,94,-1.9468858562475184,-0.9226647967245178,0,1986,4,4.8,-0.2342377569566153,-1.7512182922485682,1.278665,1,0,-0.9368296
36,5584,10000000,-0.09800391744725254,104,-1.501581619736881,-0.8877934631949082,4,1986,3,6.2,-0.8737189480333408,-0.08628395974483588,2.86084,1,1,1.1458229
37,5523,12000000,-0.09800391744725254,104,-0.7149629826676832,-0.8887660975549019,4,1986,4,5.9,-0.788454789223111,-0.4430556024242068,5.655712,1,0,-0.35075575
38,4744,2000000,-0.524470745989553,98,-0.0043385634290044476,-0.9011871166767884,9,1986,5,5.7,-1.2147755832742615,-0.6809033642104544,8.180575,0,1,2.6846865
39,13569,14000000,-0.16908172220430262,103,0.4994328309949721,-0.7604740309891774,4,1986,5,6.1,-0.7031906304128809,-0.2052078406379602,9.970485,1,1,3.4381589289999996
40,3607,18000000,0.6838519348802984,115,0.318815231721906,-0.9193163833540478,0,1986,5,5.7,-0.5326623127924207,-0.6809033642104544,9.328747,1,0,-0.927493667
41,4752,8000000,-0.09800391744725254,104,-1.4199443156851552,-0.9010595580721992,0,1986,3,5.0,-0.9589831068435712,-1.5133705304623206,3.1508990000000003,1,1,0.47928775
42,3909,3300000,-0.8798597697748034,93,-1.147200589706712,-0.9145010460308004,4,1986,5,5.9,-1.159353880047612,-0.4430556024242068,4.119962999999999,1,1,0.49730818200000004
43,5049,15000000,-0.6666263555036532,96,-1.1584895766559693,-0.89632394487682,4,1986,4,4.9,-0.6605585510077658,-1.6322944113554438,4.079853,1,0,-0.17943193300000002
44,8374,40000000,0.7549297396373484,116,1.295471903920031,-0.8433073998443773,4,1986,3,5.9,0.4052434341201104,-0.4430556024242068,12.798828,1,1,0.246289775
45,4573,13000000,-0.3823151364754528,100,-1.7764564902972189,-0.9039136818498856,4,1986,5,5.6,-0.7458227098179959,-0.7998272451035787,1.884204,1,0,-0.34804107700000003
46,2287,16000000,0.3995407158520981,111,-1.7921845174400366,-0.9403635531112882,6,1986,5,5.7,-0.6179264716026508,-0.6809033642104544,1.8283220000000002,1,0,-0.7625
47,3079,20000000,-0.026926112690202456,105,-1.5961217489619242,-0.9277352512569441,4,1986,4,6.4,-0.44739815398219057,0.15156380204141173,2.524937,1,1,0.145275
48,3561,6000000,-0.3823151364754528,100,-1.5405839297712944,-0.9200498453304364,0,1986,5,5.9,-1.044247265653801,-0.4430556024242068,2.722264,1,1,0.6579385
49,1340,25000000,1.5367855919648994,127,-1.6152958582839168,-0.9554633029295508,1,1986,5,5.5,-0.2342377569566153,-0.918751125996702,2.456811,1,0,-0.8397100000000001
50,120345,27000000,-0.3112373317184028,101,0.3360481756739405,0.942050664464687,0,1987,5,6.6,-0.14897359814638522,0.3894115638276583,9.389975999999999,1,1,0.411929815
51,146748,22700000,-0.6666263555036532,96,0.25548404308163936,1.363041894086216,1,1987,3,7.1,-0.3322915395883799,0.9840309682932769,9.10373,1,1,0.679272379
52,204328,15000000,0.32846291109504794,110,1.4038236625781564,2.2811449506179606,0,1987,5,7.6,-0.6605585510077658,1.5786503727588954,13.183804,1,1,3.3471417999999997
53,234254,25000000,0.9681631539084988,119,0.8066976092116168,2.7583098007355185,5,1987,5,7.9,-0.2342377569566153,1.9354220154382675,11.062203,1,1,2.05081816
54,123325,3600000,-1.5195600125882542,84,1.498661285176557,0.9895662446742146,4,1987,5,7.8,-1.1465642562260774,1.816498134545143,13.520764000000002,1,1,0.6452899999999999
55,30370,22000000,0.04415169206684762,106,-0.3065099286109767,-0.4925850165259987,0,1987,3,5.4,-0.3621339951719605,-1.0376750068898253,7.106953999999999,1,0,-0.211983182
56,21420,12000000,-1.6617156221023544,82,-0.3153531091132375,-0.635291205410318,0,1987,4,7.2,-0.788454789223111,1.1029548491864012,7.0755339999999975,1,0,-0.685834167
57,74272,30000000,1.7500190062360497,130,1.123846091110562,0.2074247158091287,0,1987,3,6.7,-0.02107735993104006,0.5083354447207826,12.189038,0,1,0.706196567
58,126195,15000000,1.4657077872078492,126,0.9785226891056052,1.0353278940706387,5,1987,5,7.4,-0.6605585510077658,1.3408026109726487,11.672701,1,1,1.9232066669999999
59,51642,22000000,0.8970853491514487,118,1.3610057256160166,-0.15340668692295487,4,1987,5,6.5,-0.3621339951719605,0.270487682934535,13.031671000000001,1,1,1.898477727
60,40916,25000000,-0.8798597697748034,93,0.06641279105345206,-0.3244308860261068,0,1987,3,5.7,-0.2342377569566153,-0.6809033642104544,8.431956,1,0,-0.3576968
61,107669,6000000,-0.8087819650177533,94,1.6367553449033132,0.7399340554928845,4,1987,4,7.4,-1.044247265653801,1.3408026109726487,14.011415,1,1,2.8079273330000003
62,67453,17000000,0.5416963253661982,113,-0.2547460816467889,0.0986969502222936,9,1987,5,7.3,-0.5752943921975358,1.2218787300795244,7.290872,0,1,0.010919528999999999
63,45172,27000000,1.0392409586655489,120,0.5455690715255919,-0.2565697083845801,0,1987,3,6.8,-0.14897359814638522,0.627259325613906,10.134408,1,0,-0.04097
64,22802,20000000,1.9632524205072002,133,0.12131340589471486,-0.6132554564675103,4,1987,5,7.2,-0.44739815398219057,1.1029548491864012,8.627019,1,1,1.5624702
65,17500,3500000,-0.9509375745318536,92,0.3191923756389345,-0.6977949216590926,4,1987,5,6.0,-1.150827464166589,-0.3241317215310835,9.330086999999999,1,1,3.0
66,27387,20000000,0.04415169206684762,106,-0.08107243365799277,-0.5401484312122472,4,1987,4,5.9,-0.44739815398219057,-0.4430556024242068,7.9079380000000015,1,1,1.8693758000000005
67,28550,14000000,-1.2352487935600538,88,-0.4566891992730151,-0.5216045990700725,4,1987,4,6.2,-0.7031906304128809,-0.08628395974483588,6.573364,1,1,3.136855143
68,15647,3000000,-0.3823151364754528,100,1.96289392456175,-0.7273406834470975,4,1987,5,7.3,-1.1721435038691463,1.2218787300795244,15.170192000000002,1,1,0.07385599999999999
69,8970,6000000,-0.5955485507466031,97,-1.3070527574884732,-0.8338042838024718,4,1987,4,7.2,-1.044247265653801,1.1029548491864012,3.5520050000000003,1,0,-0.385689667
70,5348,15000000,-1.7327934268594043,81,-1.2372591796848578,-0.8915564420302936,4,1987,4,5.2,-0.6605585510077658,-1.275522768676073,3.799983,1,0,-0.113975467
71,7854,17000000,0.04415169206684762,106,-1.3213771900684397,-0.8515987091426842,5,1987,5,6.1,-0.5752943921975358,-0.2052078406379602,3.5011099999999997,1,0,-0.39537947100000004
72,2538,4000000,-1.306326598317104,87,-1.8874623289087595,-0.9363614018922978,8,1987,5,4.9,-1.1295114244640314,-1.6322944113554438,1.489798,1,0,-0.8
73,4924,22000000,-0.6666263555036532,96,-0.5034952924323866,-0.8983170480735284,0,1987,5,6.6,-0.3621339951719605,0.3894115638276583,6.407061,1,0,-0.486007091
74,6198,4000000,2.1054080300213,135,-1.3638717401942615,-0.8780033402926767,6,1987,4,7.9,-1.1295114244640314,1.9354220154382675,3.3501260000000004,1,0,-0.5799105
75,3889,9000000,0.6838519348802984,115,-0.6238922960286162,-0.9148199425422736,0,1987,5,5.3,-0.916351027438456,-1.1565988877829496,5.9792879999999995,1,0,-0.399235667
76,1959,10000000,-0.9509375745318536,92,-0.926502161376805,-0.9455934558994509,0,1987,5,5.6,-0.8737189480333408,-0.7998272451035787,4.904109,1,0,-0.6939142
77,3731,6000000,0.11522949682389773,107,-1.595394480393565,-0.9173392249829132,0,1987,5,6.4,-1.044247265653801,0.15156380204141173,2.527521,0,0,-0.7612188329999999
78,3860,3520000,-0.3823151364754528,100,-1.5734067085801309,-0.91528234248391,0,1987,5,5.0,-1.1499748225784867,-1.5133705304623206,2.605644,1,0,-0.840287784
79,4996,25000000,0.7549297396373484,116,-1.6711823948724551,-0.8971690206322244,6,1987,5,6.7,-0.2342377569566153,0.5083354447207826,2.258245,1,1,0.23800008
80,6960,11000000,0.4706185206091481,112,-0.4835364986024276,-0.8658533832055424,4,1987,5,6.5,-0.8310868686282259,0.270487682934535,6.477975,1,1,1.3101260000000001
81,2786,3000000,-0.8798597697748034,93,-1.872692359895468,-0.9324070851500283,8,1987,3,5.5,-1.1721435038691463,-0.918751125996702,1.542276,1,1,2.289507
82,1924,1000000,-0.3823151364754528,100,-2.012822996774177,-0.9461515247945294,0,1987,5,5.8,-1.2574076626793764,-0.5619794833173312,1.044389,0,0,-0.7898
83,3267,12000000,-1.5906378173453042,83,-0.1762703131323611,-0.9247376240490944,4,1987,3,5.5,-0.788454789223111,-0.918751125996702,7.569698,1,0,-0.527514083
84,1489,1100000,-0.453392941232503,99,-1.9149814510217145,-0.9530875239190744,0,1987,5,6.0,-1.253144454738865,-0.3241317215310835,1.3920219999999999,1,1,0.23248000000000002
85,1025,5000000,0.32846291109504794,110,-2.0374133430657912,-0.960485922985256,4,1987,5,4.8,-1.0868793450589165,-1.7512182922485682,0.9570190000000001,1,0,-0.82835
86,2453,14000000,-0.3823151364754528,100,-1.6167869840096,-0.9377167120660594,4,1987,5,5.2,-0.7031906304128809,-1.275522768676073,2.4515130000000003,1,1,0.445750143
87,130485,39000000,0.7549297396373484,116,-0.10298365088528456,1.10373119578167,4,1988,5,7.0,0.3626113547149954,0.8651070874001535,7.830087,1,1,2.28595641
88,86056,35000000,1.4657077872078492,126,0.4847487044404067,0.39531854036922026,0,1988,3,7.3,0.1920830370945352,1.2218787300795244,9.918312,1,1,0.6362818
89,67238,3000000,-0.16908172220430262,103,1.4398558235406294,0.0952688127239552,4,1988,5,7.3,-1.1721435038691463,1.2218787300795244,13.311827,1,0,-0.6305126670000001
90,83379,4000000,-0.8087819650177533,94,0.871476580172177,0.35263424230851376,0,1988,5,7.3,-1.1295114244640314,1.2218787300795244,11.292364,1,1,2.252232
91,15572,3500000,-1.377404403074154,86,1.0260329718772192,-0.7285365453651225,8,1988,5,6.2,-1.150827464166589,-0.08628395974483588,11.841505999999999,1,1,0.253004571
92,58318,30000000,1.4657077872078492,126,-0.7406850421610667,-0.04695903139315417,0,1988,5,7.6,-0.02107735993104006,1.5786503727588954,5.564321,1,1,0.28045353300000003
93,33241,3000000,-0.5955485507466031,97,0.09730932137860103,-0.4468074223040008,9,1988,5,6.5,-1.1721435038691463,0.270487682934535,8.541732000000001,0,1,2.6969116669999997
94,70539,15000000,1.6078633967219491,128,1.625623970337291,0.14790268194262987,5,1988,5,7.8,-0.6605585510077658,1.816498134545143,13.971865,1,1,1.306929533
95,44277,28000000,0.5416963253661982,113,0.03460830082059227,-0.2708403272730121,4,1988,5,6.7,-0.10634151874127017,0.5083354447207826,8.318954,1,1,1.285714286
96,66623,12500000,-2.5857270839440054,69,1.5297863534573968,0.08546274499615003,2,1988,0,7.4,-0.7671387495205535,1.3408026109726487,13.631352,1,1,2.84742768
97,32498,5000000,-1.2352487935600538,88,-0.5618273540172379,-0.4586544277052354,9,1988,5,5.9,-1.0868793450589165,-0.4430556024242068,6.199806,1,1,2.5537514
98,45768,13000000,0.11522949682389773,107,0.4810510053494234,-0.24706659234267464,0,1988,5,6.8,-0.7458227098179959,0.627259325613906,9.905174,1,1,2.512427385
99,20071,6000000,-0.09800391744725254,104,-0.3774287462506208,-0.6568007751091948,4,1988,5,6.2,-1.044247265653801,-0.08628395974483588,6.854978,1,1,1.132202167
100,99555,63000000,-0.2401595269613527,102,0.9650594956197479,0.6105577407881507,0,1988,5,5.7,1.3857812604377566,-0.6809033642104544,11.624866,1,0,-0.147371254
101,39701,13000000,-0.8798597697748034,93,-0.021298218766535155,-0.3438038490981122,9,1988,5,5.7,-0.7458227098179959,-0.6809033642104544,8.120317,1,1,2.797684538
102,31340,24000000,-1.0220153792889035,91,0.9766850975874872,-0.4771185357195417,4,1988,3,6.6,-0.27686983636173035,0.3894115638276583,11.666172,1,1,0.72730125
103,24061,7500000,-0.453392941232503,99,-0.8197940747152808,-0.5931809210702635,0,1988,5,6.0,-0.9802991465461288,-0.3241317215310835,5.283245,1,1,1.5159508
104,17315,10000000,-0.3823151364754528,100,0.9326394727402156,-0.7007447143902211,4,1988,3,5.2,-0.8737189480333408,-1.275522768676073,11.509677,0,0,-0.6083696999999999
105,35531,31000000,-2.230338060158755,74,0.7367222142659121,-0.4102937717403034,2,1988,0,6.7,0.021554719474074988,0.5083354447207826,10.813578999999999,1,1,1.391978903
106,33312,31000000,-1.0220153792889035,91,-0.317925286917507,-0.4456753396882704,0,1988,5,6.3,0.021554719474074988,0.032639921148287405,7.066395,1,1,0.222686935
107,68098,32000000,-0.3112373317184028,101,0.9202435402494116,0.1089813627173088,4,1988,4,7.0,0.06418679887919004,0.8651070874001535,11.465634,1,1,0.885267438
108,24708,23000000,0.6838519348802984,115,-0.5054890890803183,-0.582864618924101,5,1988,5,6.0,-0.31950191576684545,-0.3241317215310835,6.399977,1,1,0.7953283040000001
109,41608,20000000,1.0392409586655489,120,-0.025367432760860262,-0.3133970667291293,5,1988,5,6.9,-0.44739815398219057,0.7461832065070303,8.105858999999999,1,0,-0.11810250000000001
110,14929,8000000,-1.2352487935600538,88,0.4039290146267161,-0.7387890682089904,4,1988,4,6.3,-0.9589831068435712,0.032639921148287405,9.631158000000001,1,1,1.804159375
111,43852,46630000,1.4657077872078492,126,-0.12456275630504353,-0.27761687814182057,1,1988,3,7.2,0.6878941205760232,1.1029548491864012,7.7534160000000005,0,0,-0.826654021
112,32130,13000000,0.7549297396373484,116,-0.7497761807162395,-0.4645221235163448,6,1988,5,7.3,-0.7458227098179959,1.2218787300795244,5.5320199999999975,0,0,-0.297328231
113,14165,10500000,-0.524470745989553,98,-0.06143984117119568,-0.750970914947272,9,1988,4,4.6,-0.8524029083307836,-1.989066054034816,7.977692999999999,1,1,0.34423695200000004
114,10455,3000000,-1.2352487935600538,88,-1.259978723277601,-0.8101262178255764,0,1988,5,6.6,-1.1721435038691463,0.3894115638276583,3.71926,1,1,3.343352333
115,5006,22000000,-1.0220153792889035,91,-1.4601990812649241,-0.8970095723764877,4,1988,5,4.5,-0.3621339951719605,-2.107989934927939,3.007873,1,0,-0.202254591
116,10850,1100000,-1.4484822078312043,85,-0.450589037140424,-0.8038280117239779,0,1988,5,6.0,-1.253144454738865,-0.3241317215310835,6.5950380000000015,1,0,-0.38965272700000003
117,13416,10000000,-0.09800391744725254,104,-0.7274954187403969,-0.7629135893019485,4,1988,5,6.1,-0.8737189480333408,-0.2052078406379602,5.611184,1,1,1.1486756999999999
118,11122,4500000,-1.377404403074154,86,0.5007683144922103,-0.7994910191679405,4,1988,4,5.3,-1.1081953847614738,-1.1565988877829496,9.97523,1,0,-0.152601556
119,20378,22000000,1.6789412014789995,129,1.0647259676095322,-0.651905713658079,3,1988,4,7.0,-0.3621339951719605,0.8651070874001535,11.978983,1,1,0.123658136
120,10474,2000000,-0.16908172220430262,103,-1.3877106131586627,-0.8098232661396767,4,1988,5,5.9,-1.2147755832742615,-0.4430556024242068,3.2654259999999997,1,0,-0.6374345
121,18528,7000000,-0.524470745989553,98,-0.11371677273295185,-0.6814036409693629,8,1988,5,6.5,-1.0016151862486862,0.270487682934535,7.791952,1,1,1.7992901430000001
122,15946,6000000,0.9681631539084988,119,-0.9384387663507504,-0.7225731806005711,6,1988,3,7.3,-1.044247265653801,1.2218787300795244,4.8616980000000005,1,0,-0.0532475
123,10789,3000000,-0.5955485507466031,97,0.1511958694041516,-0.8048006460839716,0,1988,5,6.5,-1.1721435038691463,0.270487682934535,8.733191999999999,1,1,1.427617
124,8595,7000000,0.5416963253661982,113,-0.02120393278727815,-0.839783593392597,6,1988,5,6.2,-1.0016151862486862,-0.08628395974483588,8.120652,1,0,-0.23648899999999998
125,12143,16000000,-1.0220153792889035,91,1.9525151491256785,-0.7832113522572265,0,1988,5,6.3,-0.6179264716026508,0.032639921148287405,15.133316,1,1,0.576015188
126,6985,3700000,-1.306326598317104,87,0.5130010055860921,-0.8654547625662008,0,1988,5,7.0,-1.142301048285566,0.8651070874001535,10.018692999999999,1,0,-0.690431351
127,12956,17500000,0.7549297396373484,116,1.117718065360221,-0.7702482090658352,1,1988,3,5.3,-0.5539783524949782,-1.1565988877829496,12.167264999999999,1,1,0.081423943
128,7622,15000000,1.0392409586655489,120,-1.1892563582156328,-0.8552979086757749,6,1988,4,6.9,-0.6605585510077658,0.7461832065070303,3.970538,0,0,-0.539413533
129,12590,20000000,0.04415169206684762,106,-1.0065793842851811,-0.7760840152257974,4,1988,4,6.6,-0.44739815398219057,0.3894115638276583,4.619593,1,1,1.1592399
130,10745,4000000,0.32846291109504794,110,-0.3744636632909988,-0.805502218409213,6,1988,5,7.3,-1.1295114244640314,1.2218787300795244,6.865513000000001,1,0,-0.132857
131,2850,18000000,-0.453392941232503,99,-0.2327771670292064,-0.9313866163133137,1,1988,3,5.5,-0.5326623127924207,-0.918751125996702,7.368927999999999,1,0,-0.895343833
132,1724,210000,-1.7327934268594043,81,-1.86492741696495,-0.9493404899092628,4,1988,5,4.5,-1.2910870054094177,-2.107989934927939,1.569865,1,0,-0.4888
133,4132,15000000,-0.524470745989553,98,-1.7164756906034482,-0.9109453499278728,6,1988,3,6.0,-0.6605585510077658,-0.3241317215310835,2.097317,1,0,-0.8844620000000001
134,6938,15000000,1.6078633967219491,128,-0.6843729521377915,-0.8662041693681631,4,1988,5,5.8,-0.6605585510077658,-0.5619794833173312,5.764399,1,1,0.402151133
135,3419,3000000,0.32846291109504794,110,-1.6092671846251507,-0.9223140105618972,5,1988,5,6.4,-1.1721435038691463,0.15156380204141173,2.478231,1,0,-0.371895
136,2935,4000000,-0.5955485507466031,97,-1.7414141913916026,-0.930031306139552,4,1988,3,6.9,-1.1295114244640314,0.7461832065070303,2.0087099999999998,1,1,3.06560375
137,3961,19000000,-0.5955485507466031,97,-1.9507467967354244,-0.9136719151009696,4,1988,5,5.7,-0.4900302333873056,-0.6809033642104544,1.264947,1,0,-0.420773474
138,3333,19000000,-0.2401595269613527,102,-1.790118387966227,-0.9236852655612324,5,1988,5,5.7,-0.4900302333873056,-0.6809033642104544,1.835663,1,0,-0.758186737
139,1968,1000000,-0.5955485507466031,97,-1.7248761491792273,-0.945449952469288,5,1988,5,6.0,-1.2574076626793764,-0.3241317215310835,2.06747,1,0,-0.5074810000000001
140,1563,5000000,-0.3823151364754528,100,-1.9888276372292777,-0.9519076068266232,6,1988,5,5.9,-1.0868793450589165,-0.4430556024242068,1.129645,0,0,-0.9141944
141,2789,18000000,-0.026926112690202456,105,-1.7155044042917582,-0.9323592506733074,4,1988,3,5.9,-0.5326623127924207,-0.4430556024242068,2.100768,1,0,-0.49277783299999994
142,734,13000000,-0.2401595269613527,102,-2.1169890208546565,-0.965125867227193,4,1988,3,4.2,-0.7458227098179959,-2.46476157760731,0.674285,1,0,-0.9800754620000001
143,704,7000000,-0.3823151364754528,100,-2.064304830152646,-0.965604211994403,9,1988,5,4.9,-1.0016151862486862,-1.6322944113554438,0.8614729999999999,0,0,-0.9805424290000001
144,81242,55000000,-0.09800391744725254,104,-0.19384324951108955,0.3185601500575875,0,1989,5,6.3,1.0447246251968365,0.032639921148287405,7.507261,1,1,0.152883891
145,115848,27000000,-0.5955485507466031,97,0.4521741651351666,0.8703467838599066,4,1989,4,7.6,-0.14897359814638522,1.5786503727588954,9.802574,1,1,1.641481481
146,90901,10000000,-1.0930931840459537,90,1.945744852913651,0.4725712202736368,1,1989,3,6.9,-0.8737189480333408,0.7461832065070303,15.109260999999998,1,1,3.0485039
147,65617,6500000,1.0392409586655489,120,0.6387278407918476,0.06942225046904105,4,1989,5,7.9,-1.0229312259512435,1.9354220154382675,10.465403,1,1,3.237760769
148,107207,18000000,1.1813965681796492,122,-0.18987901662202694,0.7325675460778504,3,1989,5,7.9,-0.5326623127924207,1.9354220154382675,7.521346,1,1,0.490555556
149,152597,37000000,0.1863073015809478,108,2.3130318040746665,1.456303178866594,0,1989,3,6.5,0.2773471959047653,0.270487682934535,16.414239000000002,1,1,2.040398324
150,37913,31000000,1.323552177693749,124,-0.027562466648101445,-0.3723131972238287,4,1989,4,7.0,0.021554719474074988,0.8651070874001535,8.09806,1,1,2.227349355
151,79153,32000000,1.9632524205072002,133,0.8279992042566072,0.2852514094341972,0,1989,4,6.6,0.06418679887919004,0.3894115638276583,11.137888,0,1,0.083344219
152,47303,27800000,0.11522949682389773,107,1.157329997576935,-0.22259128508709586,0,1989,3,5.4,-0.11486793462229318,-1.0376750068898253,12.308007,1,1,0.8780593170000001
153,35439,22500000,0.5416963253661982,113,-0.2139875193420343,-0.4117606956930808,5,1989,5,7.1,-0.34081795546940297,0.9840309682932769,7.4356880000000025,1,0,-0.17016368899999998
154,40102,18000000,-0.16908172220430262,103,2.581281606976101,-0.3374099740430717,4,1989,5,6.8,-0.5326623127924207,0.627259325613906,17.367335999999998,1,1,1.6060548330000002
155,32517,6000000,-1.1641709888030038,89,-0.18610954760653448,-0.4583514760193357,8,1989,5,5.1,-1.044247265653801,-1.3944466495691974,7.534739,1,1,2.6947265
156,25441,5000000,-0.3823151364754528,100,-0.12745381773468126,-0.5711770617786032,1,1989,5,4.6,-1.0868793450589165,-1.989066054034816,7.743144,1,1,1.8687952
157,15602,30000000,0.7549297396373484,116,0.2293457180261029,-0.7280582005979125,4,1989,5,5.9,-0.02107735993104006,-0.4430556024242068,9.010860000000001,1,1,1.028829
158,29118,13800000,-1.5195600125882542,84,-0.3173640742529142,-0.5125479381442297,2,1989,0,6.7,-0.7117170462939039,0.5083354447207826,7.068389,0,1,0.963770072
